question_id,severity,category,issue_tag,suggestion,question_text,current_topic,current_unit,options,stored_answer,notes
36b9afb3-ac0f-4e11-9910-73cd6929b5f9,wrong,curriculum_alignment,concept_not_in_unit,Same,12/25 + 7/25 + 2/25 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,21/25,Same.
3c7fbf76-9092-4a0c-89e4-b02aca48daea,wrong,curriculum_alignment,concept_not_in_unit,Same,1 - 4/15 - 3/15 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,8/15,Same.
db0bc96a-a17a-43cd-9e14-219e5cdafedc,wrong,curriculum_alignment,concept_not_in_unit,Same,1米繩第一次剪 3/12 第二次剪 4/12 還剩？,分數綜合應用題專項突破,分數的初步認識（二）,,5/12,Same.
42a53d24-555d-48e3-bd96-b1089fb9733c,wrong,curriculum_alignment,concept_not_in_unit,Same,蛋糕剩 6/7 媽媽吃 1/7 艾拉吃 3/7 還剩？,分數綜合應用題專項突破,分數的初步認識（二）,,2/7,Same.
b62c3399-5631-4989-88bd-94d751991731,weak,distractor_quality,answer_too_obvious,Tighten distractor logic,超級市場上星期售出牛奶 3680瓶...兩星期共售出？,三數連加與加法綜合應用題,加法,A. 3680 + 124 | B. 3680 - 124 | C. 3680 + 3680 - 124 | D. 3680 + 124 + 3680,C. 3680 + 3680 - 124,D is also a plausible misread. OK.
7e262a14-5f72-433c-bc2d-fc589f6e01d5,weak,comprehension,uncommon_term,「即火（飯煲）」 unusual word,小明的爸爸買了熱水煲一個 $709、即火（飯煲）一個 $399、多功能煮食器一個 $1788...,三數連加與加法綜合應用題,加法,,2896,「即火」 not a common HK rice cooker term — could confuse P3.
5275391e-385d-4f84-ac30-d9c42aef882e,weak,comprehension,ambiguous_wording,Specify whether leading 0 allowed,請用 0、0、8、2、7 排成最小的五位數,五位數的認識與規範讀寫,五位數,,20078,P3 students may write 00278 (leading zero) — answer 20078 implies leading 0 not allowed. Standard convention but worth a footnote.
03d4aa2c-1f1c-4b57-95b4-f9b2660d542a,weak,distractor_quality,unrealistic_choice,30mm = 3cm — eraser ok,橡皮擦約長 30 ＿,毫米、公里與長度單位全體系換算,毫米和公里,A. mm | B. cm | C. m | D. km,A. mm,Probably ok though average eraser ~5cm not 30mm. Realism mild.
68b9392f-ed72-42d3-a4e9-de9669407eb8,info,distractor_quality,inconsistent_with_other,Same eraser shows up as 5cm here — pick one,加上適當的長度單位：橡皮擦長 5 ___,毫米、公里與長度單位全體系換算,毫米和公里,A. mm | B. cm | C. m | D. km,B. cm,5cm makes sense for eraser. Earlier question said 30mm. Inconsistency between two eraser questions.
0fd2dcff-ba04-41ce-8815-f7ec9887e784,weak,image_integrity,image_alt_too_vague,Specify each vase height + each box height,根據下圖 三個花瓶...找出最矮的是哪一個花瓶？,長度量度與長度綜合應用題,毫米和公里,,A,Alt 「花瓶 A、B、C 放在不同高度的盒子上」 doesn't tell student/agent which is shortest. Cannot solve from alt alone.
ff70276a-ff36-4347-8074-ec191d55c6da,weak,comprehension,implicit_calculation,Make explicit which is original price total,每盒蛋糕原售 84元 9 盒 現在只需付 725元 共便宜了多少元?,香港的貨幣認識與款項計算,香港的貨幣,,31,84×9=756 - 725 = 31. Multiplication 84×9 ok in lesson 35 (after lessons 11 multiplication learned).
